,Perpetrator ,Total number of attacks on facilities which reported damage,Total health worker killed,Attack date,Health transportation destroyed,Country,Total health worker arrested ,Health transportation damaged,Health transportation stolen/highjacked,Total health worker kidnapped,Total health worker injured,Total number of attacks on facilities which reported destruction
4602,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-04-08 00:00:00,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0
4603,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-04-09 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,3.0,0.0
4604,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-04-09 00:00:00,0.0,Myanmar,1.0,0.0,0.0,0.0,0.0,0.0
4605,NSA,0.0,1.0,2022-04-10 00:00:00,0.0,South Sudan,0.0,0.0,0.0,0.0,0.0,0.0
4606,No Information,0.0,0.0,2022-04-12 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
4607,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-04-12 00:00:00,0.0,Myanmar,1.0,0.0,0.0,0.0,0.0,0.0
4608,NSA,0.0,0.0,2022-04-13 00:00:00,0.0,Burkina Faso,0.0,0.0,1.0,0.0,0.0,0.0
4609,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-04-13 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4610,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-04-13 00:00:00,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0
4611,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-04-14 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
4612,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-04-14 00:00:00,0.0,OPT,0.0,1.0,0.0,0.0,0.0,0.0
4613,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-04-14 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
4614,NSA,0.0,0.0,2022-04-14 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4615,NSA,0.0,0.0,2022-04-15 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4616,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-04-15 00:00:00,0.0,OPT,0.0,1.0,0.0,0.0,0.0,0.0
4617,NSA,0.0,0.0,2022-04-15 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4618,NSA,0.0,0.0,2022-04-15 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4619,NSA,0.0,0.0,2022-04-15 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4620,NSA,0.0,0.0,2022-04-15 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4621,NSA,0.0,0.0,2022-04-15 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4622,No Information,0.0,0.0,2022-04-15 00:00:00,0.0,OPT,1.0,0.0,0.0,0.0,0.0,0.0
4623,No Information,0.0,0.0,2022-04-15 00:00:00,0.0,OPT,1.0,0.0,0.0,0.0,0.0,0.0
4624,NSA,0.0,0.0,2022-04-15 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4625,NSA,0.0,0.0,2022-04-15 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4626,NSA,0.0,0.0,2022-04-15 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4627,NSA,0.0,0.0,2022-04-15 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
4628,NSA,0.0,0.0,2022-04-15 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
4629,No Information,0.0,0.0,2022-04-15 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
4630,NSA,0.0,0.0,2022-04-15 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4631,NSA,0.0,0.0,2022-04-15 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4632,NSA,0.0,0.0,2022-04-15 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4633,NSA,0.0,0.0,2022-04-15 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4634,No Information,0.0,0.0,2022-04-15 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4635,NSA,0.0,0.0,2022-04-15 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4636,NSA,0.0,0.0,2022-04-15 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4637,NSA,0.0,0.0,2022-04-15 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4638,NSA,0.0,0.0,2022-04-16 00:00:00,0.0,Burkina Faso,0.0,0.0,1.0,0.0,0.0,0.0
4639,No Information,0.0,0.0,2022-04-17 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
4640,No Information,0.0,0.0,2022-04-17 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
4641,No Information,0.0,0.0,2022-04-17 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4642,No Information,0.0,0.0,2022-04-17 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4643,NSA,0.0,0.0,2022-04-18 00:00:00,1.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0
4644,No Information,1.0,0.0,2022-04-18 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,2.0,0.0
4645,No Information,0.0,0.0,2022-04-18 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
4646,No Information,0.0,0.0,2022-04-19 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
4647,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-04-19 00:00:00,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
4648,NSA,0.0,0.0,2022-04-20 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0
4649,No Information,0.0,0.0,2022-04-20 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,3.0,0.0
4650,NSA,0.0,0.0,2022-04-21 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0
4651,NSA,0.0,0.0,2022-04-21 00:00:00,0.0,Cameroon,0.0,0.0,0.0,1.0,0.0,0.0
4652,NSA,0.0,0.0,2022-04-22 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0
4653,NSA,0.0,1.0,2022-04-24 00:00:00,1.0,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0
4654,NSA,1.0,2.0,2022-04-24 00:00:00,0.0,Sudan,0.0,0.0,0.0,0.0,0.0,0.0
4655,NSA,0.0,0.0,2022-04-24 00:00:00,0.0,South Sudan,0.0,0.0,0.0,0.0,0.0,0.0
4656,Multiple,1.0,2.0,2022-04-24 00:00:00,0.0,Sudan,0.0,0.0,0.0,0.0,0.0,0.0
4657,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-04-24 00:00:00,0.0,Afghanistan,1.0,0.0,0.0,0.0,0.0,0.0
4658,Other,0.0,0.0,2022-04-24 00:00:00,0.0,Sudan,0.0,0.0,0.0,0.0,0.0,1.0
4659,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-04-25 00:00:00,0.0,Afghanistan,2.0,0.0,0.0,0.0,0.0,0.0
4660,NSA,0.0,0.0,2022-04-25 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0
4661,Police,0.0,0.0,2022-04-26 00:00:00,0.0,Afghanistan,1.0,0.0,0.0,0.0,0.0,0.0
4662,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-04-26 00:00:00,0.0,Myanmar,2.0,0.0,0.0,0.0,0.0,0.0
4663,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-04-26 00:00:00,0.0,Myanmar,2.0,0.0,0.0,0.0,0.0,0.0
4664,NSA,0.0,0.0,2022-04-27 00:00:00,0.0,Nigeria,0.0,0.0,0.0,2.0,0.0,0.0
4665,NSA,0.0,0.0,2022-04-30 00:00:00,0.0,Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0
4666,NSA,0.0,0.0,2022-04-30 00:00:00,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
4667,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-05-01 00:00:00,0.0,DRC,1.0,0.0,0.0,0.0,0.0,0.0
4668,NSA,0.0,0.0,2022-05-01 00:00:00,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0
4669,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-05-01 00:00:00,0.0,Afghanistan,1.0,0.0,0.0,0.0,0.0,0.0
4670,NSA,0.0,0.0,2022-05-01 00:00:00,0.0,DRC,0.0,0.0,0.0,0.0,0.0,1.0
4671,NSA,1.0,0.0,2022-05-02 00:00:00,0.0,Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0
4672,Other,1.0,5.0,2022-05-02 00:00:00,0.0,Sudan,0.0,0.0,0.0,0.0,0.0,0.0
4673,NSA,0.0,0.0,2022-05-02 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0
4674,No Information,0.0,0.0,2022-05-05 00:00:00,0.0,OPT,1.0,0.0,0.0,0.0,0.0,0.0
4675,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-05-05 00:00:00,0.0,Myanmar,1.0,0.0,0.0,0.0,0.0,0.0
4676,Police,0.0,0.0,2022-05-05 00:00:00,0.0,Myanmar,1.0,0.0,0.0,0.0,0.0,0.0
4677,Police,0.0,0.0,2022-05-05 00:00:00,0.0,Myanmar,1.0,0.0,0.0,0.0,0.0,0.0
4678,No Information,0.0,0.0,2022-05-05 00:00:00,0.0,South Sudan,0.0,0.0,0.0,0.0,0.0,0.0
4679,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-05-06 00:00:00,0.0,Afghanistan,0.0,0.0,0.0,0.0,3.0,0.0
4680,Armed Forces of Government or Self-Declared Government,1.0,0.0,2022-05-07 00:00:00,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
4681,No Information,0.0,0.0,2022-05-11 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4682,No Information,0.0,0.0,2022-05-11 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
4683,No Information,0.0,0.0,2022-05-11 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4684,Police,0.0,0.0,2022-05-12 00:00:00,0.0,Afghanistan,1.0,0.0,0.0,0.0,0.0,0.0
4685,No Information,0.0,0.0,2022-05-13 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,13.0,0.0
4686,No Information,0.0,0.0,2022-05-13 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4687,NSA,1.0,0.0,2022-05-14 00:00:00,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0
4688,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-05-15 00:00:00,0.0,Myanmar,1.0,0.0,0.0,0.0,0.0,0.0
4689,NSA,0.0,0.0,2022-05-15 00:00:00,0.0,Cameroon,0.0,0.0,0.0,2.0,0.0,0.0
4690,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-05-15 00:00:00,0.0,Afghanistan,1.0,0.0,0.0,0.0,0.0,0.0
4691,No Information,0.0,0.0,2022-05-16 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
4692,No Information,0.0,0.0,2022-05-16 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
4693,No Information,0.0,0.0,2022-05-16 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4694,Police,0.0,0.0,2022-05-17 00:00:00,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0
4695,NSA,0.0,0.0,2022-05-18 00:00:00,0.0,Pakistan,0.0,0.0,0.0,1.0,0.0,0.0
4696,Civilian,0.0,1.0,2022-05-19 00:00:00,0.0,South Sudan,0.0,0.0,0.0,0.0,0.0,0.0
4697,NSA,0.0,0.0,2022-05-19 00:00:00,0.0,Mali,0.0,0.0,0.0,8.0,0.0,0.0
4698,Police,0.0,0.0,2022-05-21 00:00:00,0.0,Sudan,0.0,0.0,0.0,0.0,0.0,0.0
4699,No Information,0.0,0.0,2022-05-24 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,3.0,0.0
4700,No Information,0.0,0.0,2022-05-24 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4701,NSA,0.0,0.0,2022-05-24 00:00:00,0.0,Mali,0.0,0.0,0.0,0.0,0.0,0.0
4702,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-05-24 00:00:00,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
4703,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-05-24 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
4704,No Information,0.0,0.0,2022-05-25 00:00:00,0.0,South Sudan,0.0,0.0,0.0,0.0,0.0,0.0
4705,Police,0.0,0.0,2022-05-25 00:00:00,0.0,Afghanistan,0.0,0.0,0.0,0.0,2.0,0.0
4706,NSA,1.0,0.0,2022-05-26 00:00:00,0.0,Mali,0.0,0.0,0.0,0.0,0.0,0.0
4707,NSA,0.0,0.0,2022-05-26 00:00:00,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
4708,Police,0.0,0.0,2022-05-26 00:00:00,0.0,Sudan,0.0,0.0,0.0,0.0,4.0,0.0
4709,NSA,0.0,0.0,2022-05-27 00:00:00,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
4710,Police,0.0,0.0,2022-05-27 00:00:00,0.0,Afghanistan,1.0,0.0,0.0,0.0,0.0,0.0
4711,NSA,0.0,0.0,2022-05-28 00:00:00,0.0,DRC,0.0,0.0,0.0,0.0,0.0,1.0
4712,Armed Forces of Government or Self-Declared Government,0.0,1.0,2022-05-28 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,1.0,0.0
4713,NSA,0.0,0.0,2022-05-28 00:00:00,0.0,DRC,0.0,0.0,0.0,0.0,0.0,1.0
4714,No Information,0.0,0.0,2022-05-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4715,No Information,0.0,0.0,2022-05-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4716,No Information,0.0,0.0,2022-05-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4717,No Information,0.0,0.0,2022-05-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4718,No Information,0.0,0.0,2022-05-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,2.0,0.0
4719,No Information,0.0,0.0,2022-05-30 00:00:00,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
4720,Armed Forces of Government or Self-Declared Government,0.0,1.0,2022-05-31 00:00:00,0.0,Myanmar,1.0,0.0,0.0,0.0,1.0,0.0
4721,NSA,0.0,0.0,2022-06-01 00:00:00,0.0,DRC,0.0,0.0,0.0,0.0,0.0,1.0
4722,NSA,0.0,0.0,2022-06-01 00:00:00,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
4723,NSA,0.0,2.0,2022-06-01 00:00:00,0.0,Mali,0.0,0.0,0.0,0.0,0.0,0.0
4724,NSA,0.0,0.0,2022-06-01 00:00:00,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
4725,No Information,0.0,1.0,2022-06-02 00:00:00,0.0,Myanmar,0.0,0.0,0.0,1.0,0.0,0.0
4726,Police,0.0,1.0,2022-06-03 00:00:00,0.0,Yemen,0.0,0.0,0.0,0.0,1.0,0.0
4727,No Information,0.0,0.0,2022-06-03 00:00:00,0.0,Myanmar,0.0,0.0,0.0,1.0,0.0,0.0
4728,No Information,0.0,0.0,2022-06-04 00:00:00,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
4729,NSA,0.0,0.0,2022-06-05 00:00:00,0.0,DRC,0.0,0.0,0.0,1.0,0.0,0.0
4730,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-06-05 00:00:00,0.0,Myanmar,1.0,0.0,0.0,0.0,0.0,0.0
4731,NSA,0.0,0.0,2022-06-06 00:00:00,0.0,Nigeria,0.0,0.0,0.0,1.0,0.0,0.0
4732,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-06-07 00:00:00,0.0,Mali,1.0,0.0,0.0,0.0,0.0,0.0
4733,NSA,0.0,0.0,2022-06-07 00:00:00,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
4734,NSA,0.0,0.0,2022-06-08 00:00:00,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,1.0
4735,NSA,1.0,0.0,2022-06-08 00:00:00,0.0,Yemen,0.0,0.0,0.0,0.0,0.0,0.0
4736,Police,0.0,0.0,2022-06-08 00:00:00,0.0,Afghanistan,1.0,0.0,0.0,0.0,1.0,0.0
4737,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-06-09 00:00:00,0.0,Myanmar,0.0,1.0,0.0,0.0,0.0,0.0
4738,Police,0.0,0.0,2022-06-09 00:00:00,0.0,Afghanistan,1.0,0.0,0.0,0.0,0.0,0.0
4739,NSA,0.0,0.0,2022-06-09 00:00:00,0.0,Sudan,0.0,0.0,0.0,0.0,0.0,0.0
4740,NSA,0.0,0.0,2022-06-09 00:00:00,0.0,Sudan,0.0,0.0,0.0,0.0,0.0,0.0
4741,No Information,0.0,0.0,2022-06-10 00:00:00,0.0,DRC,0.0,0.0,0.0,1.0,0.0,0.0
4742,NSA,0.0,1.0,2022-06-10 00:00:00,0.0,Nigeria,0.0,0.0,0.0,0.0,0.0,0.0
4743,NSA,0.0,0.0,2022-06-10 00:00:00,0.0,DRC,0.0,0.0,0.0,1.0,0.0,0.0
4744,Criminal,1.0,0.0,2022-06-12 00:00:00,0.0,Mali,0.0,0.0,0.0,0.0,0.0,0.0
4745,NSA,0.0,0.0,2022-06-13 00:00:00,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
4746,Police,0.0,0.0,2022-06-13 00:00:00,0.0,Afghanistan,1.0,0.0,0.0,0.0,0.0,0.0
4747,NSA,0.0,1.0,2022-06-14 00:00:00,0.0,Yemen,0.0,0.0,0.0,0.0,5.0,0.0
4748,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-06-14 00:00:00,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0
4749,NSA,1.0,0.0,2022-06-15 00:00:00,0.0,Sudan,0.0,0.0,0.0,0.0,0.0,0.0
4750,Multiple,0.0,0.0,2022-06-17 00:00:00,0.0,OPT,0.0,1.0,0.0,0.0,0.0,0.0
4751,No Information,0.0,0.0,2022-06-17 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0
4752,No Information,0.0,0.0,2022-06-18 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0
4753,Police,0.0,0.0,2022-06-19 00:00:00,0.0,Myanmar,1.0,0.0,0.0,0.0,0.0,0.0
4754,Multiple,0.0,0.0,2022-06-19 00:00:00,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
4755,NSA,0.0,2.0,2022-06-20 00:00:00,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
4756,Civilian,0.0,0.0,2022-06-20 00:00:00,0.0,South Sudan,0.0,0.0,0.0,0.0,0.0,0.0
4757,No Information,0.0,0.0,2022-06-21 00:00:00,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0
4758,NSA,0.0,0.0,2022-06-21 00:00:00,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
4759,No Information,0.0,0.0,2022-06-21 00:00:00,0.0,Nigeria,0.0,0.0,0.0,1.0,0.0,0.0
4760,NSA,0.0,0.0,2022-06-22 00:00:00,0.0,Burkina Faso,0.0,0.0,1.0,1.0,0.0,0.0
4761,Vigilante,0.0,1.0,2022-06-23 00:00:00,0.0,CAR,0.0,0.0,0.0,1.0,1.0,0.0
4762,NSA,0.0,0.0,2022-06-24 00:00:00,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
4763,NSA,0.0,0.0,2022-06-25 00:00:00,0.0,Nigeria,0.0,0.0,0.0,1.0,0.0,0.0
4764,NSA,0.0,0.0,2022-06-25 00:00:00,0.0,Nigeria,0.0,0.0,0.0,1.0,0.0,0.0
4765,Police,0.0,0.0,2022-06-25 00:00:00,0.0,Cameroon,3.0,0.0,0.0,0.0,0.0,0.0
4766,No Information,0.0,0.0,2022-06-27 00:00:00,0.0,DRC,0.0,0.0,0.0,0.0,0.0,1.0
4767,Criminal,0.0,1.0,2022-06-28 00:00:00,0.0,Pakistan,0.0,0.0,0.0,0.0,0.0,0.0
4768,No Information,0.0,0.0,2022-06-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4769,No Information,0.0,0.0,2022-06-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4770,No Information,0.0,0.0,2022-06-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
4771,NSA,0.0,0.0,2022-06-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
4772,No Information,0.0,0.0,2022-06-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4773,No Information,0.0,0.0,2022-06-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
4774,No Information,0.0,0.0,2022-06-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4775,No Information,0.0,0.0,2022-06-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4776,No Information,0.0,0.0,2022-06-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,3.0,0.0
4777,No Information,0.0,0.0,2022-06-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4778,No Information,0.0,0.0,2022-06-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4779,No Information,0.0,0.0,2022-06-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4780,No Information,0.0,0.0,2022-06-29 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,1.0,0.0
4781,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-06-30 00:00:00,0.0,Sudan,0.0,0.0,0.0,0.0,0.0,0.0
4782,Police,0.0,0.0,2022-07-01 00:00:00,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0
4783,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-07-01 00:00:00,0.0,Myanmar,2.0,0.0,0.0,0.0,0.0,0.0
4784,NSA,0.0,0.0,2022-07-01 00:00:00,0.0,Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0
4785,Police,0.0,0.0,2022-07-01 00:00:00,0.0,Myanmar,1.0,0.0,0.0,0.0,0.0,0.0
4786,NSA,0.0,0.0,2022-07-01 00:00:00,0.0,Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0
4787,NSA,0.0,0.0,2022-07-01 00:00:00,0.0,Nigeria,0.0,1.0,0.0,0.0,3.0,0.0
4788,NSA,0.0,0.0,2022-07-02 00:00:00,0.0,Pakistan,0.0,0.0,0.0,2.0,2.0,0.0
4789,NSA,0.0,0.0,2022-07-02 00:00:00,0.0,Pakistan,0.0,0.0,0.0,0.0,1.0,0.0
4790,NSA,0.0,1.0,2022-07-03 00:00:00,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0
4791,NSA,0.0,1.0,2022-07-03 00:00:00,0.0,Pakistan,0.0,0.0,0.0,0.0,0.0,0.0
4792,NSA,0.0,0.0,2022-07-04 00:00:00,0.0,Burkina Faso,0.0,0.0,1.0,0.0,0.0,0.0
4793,NSA,0.0,1.0,2022-07-04 00:00:00,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
4794,NSA,0.0,1.0,2022-07-04 00:00:00,0.0,Afghanistan,0.0,0.0,0.0,0.0,0.0,0.0
4795,NSA,0.0,0.0,2022-07-04 00:00:00,0.0,Burkina Faso,0.0,0.0,1.0,0.0,0.0,0.0
4796,NSA,1.0,0.0,2022-07-04 00:00:00,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0
4797,Armed Forces of Government or Self-Declared Government,1.0,0.0,2022-07-04 00:00:00,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0
4798,NSA,0.0,0.0,2022-07-05 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0
4799,NSA,0.0,0.0,2022-07-05 00:00:00,0.0,Burkina Faso,0.0,1.0,0.0,0.0,0.0,0.0
4800,No Information,0.0,0.0,2022-07-06 00:00:00,0.0,DRC,0.0,0.0,0.0,0.0,1.0,0.0
4801,NSA,0.0,0.0,2022-07-06 00:00:00,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
4802,NSA,0.0,0.0,2022-07-07 00:00:00,0.0,Mali,0.0,0.0,0.0,2.0,0.0,0.0
4803,Criminal,0.0,0.0,2022-07-07 00:00:00,0.0,Mali,0.0,0.0,0.0,0.0,0.0,0.0
4804,NSA,0.0,0.0,2022-07-07 00:00:00,0.0,Myanmar,0.0,1.0,0.0,0.0,0.0,0.0
4805,NSA,0.0,0.0,2022-07-07 00:00:00,0.0,DRC,0.0,0.0,0.0,0.0,0.0,1.0
4806,NSA,1.0,0.0,2022-07-07 00:00:00,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
4807,NSA,0.0,0.0,2022-07-07 00:00:00,0.0,Mali,0.0,0.0,0.0,0.0,0.0,0.0
4808,NSA,0.0,0.0,2022-07-07 00:00:00,0.0,Mali,2.0,0.0,0.0,2.0,0.0,0.0
4809,NSA,0.0,0.0,2022-07-08 00:00:00,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
4810,NSA,0.0,0.0,2022-07-09 00:00:00,0.0,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0
4811,NSA,0.0,0.0,2022-07-09 00:00:00,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0
4812,Multiple,0.0,0.0,2022-07-09 00:00:00,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0
4813,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-07-11 00:00:00,0.0,OPT,0.0,0.0,0.0,0.0,0.0,0.0
4814,Criminal,0.0,0.0,2022-07-12 00:00:00,0.0,DRC,0.0,0.0,1.0,1.0,0.0,0.0
4815,NSA,0.0,0.0,2022-07-12 00:00:00,0.0,DRC,0.0,0.0,0.0,0.0,0.0,0.0
4816,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-07-13 00:00:00,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0
4817,NSA,0.0,0.0,2022-07-13 00:00:00,0.0,CAR,0.0,0.0,0.0,0.0,0.0,0.0
4818,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-07-13 00:00:00,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0
4819,Armed Forces of Government or Self-Declared Government,0.0,0.0,2022-07-13 00:00:00,0.0,Myanmar,0.0,0.0,0.0,0.0,0.0,0.0
